"Person","Type","ID","Split","Val"
"DM","Top Songs July 2016","1GkVdexBl6nWR49bAja1y3","monthyear","2016-07"
"DM","Top Songs August 2016","3Bktqf05n0hX2zRMFP6Q9u","monthyear","2016-08"
"DM","Top Songs September 2016","3Yhc3ABIxMJddvRYH8WRgI","monthyear","2016-09"
"DM","Top Songs October 2016","7yCYMRQipbvO1JA8XyLkE7","monthyear","2016-10"
"DM","Top Songs November 2016","4ggnWRv0bE0MutNX0t889V","monthyear","2016-11"
"DM","Top Songs December 2016","5u5hcENsAsrxmKIONpZ5pn","monthyear","2016-12"
"DM","Top Songs January 2017","684Fg7GfQqUVWS9ncgPaSy","monthyear","2017-01"
"DM","Top Songs February 2017","43IXYhv8gWhdYvXD3LIIt7","monthyear","2017-02"
"DM","Top Songs March 2017","1jkn71HwLc60kggMC9rRsr","monthyear","2017-03"
"DM","Top Songs April 2017","1HpBLuGoyBFSVqBLXAWpEH","monthyear","2017-04"
"DM","Top Songs May 2017","6Ja2XsXEFqkdNfbp43WLrj","monthyear","2017-05"
"DM","Top Songs June 2017","5IyTZ6tG8CdySz4wQzUGsJ","monthyear","2017-06"
"DM","Top Songs July 2017","5doEmS7fWvSQYNLuQtmDxK","monthyear","2017-07"
"DM","Top Songs August 2017","4aWNRAyYAVqcGXZS23qVvE","monthyear","2017-08"
"DM","Top Songs September 2017","0AzBCzwOWr7Y54y4OMkoMi","monthyear","2017-09"
"DM","Top Songs October 2017","1cAZIJgasM91BEdWh4oy2r","monthyear","2017-10"
"DM","Top Songs November 2017","7urYb1PW3NkQd1qMDaRvuY","monthyear","2017-11"
"DM","Top Songs December 2017","53cxtkkHKZUCTKzCjZ5pwN","monthyear","2017-12"
"DM","Top Songs January 2018","7imFfy5e2tx15uLplqcdrt","monthyear","2018-01"
"DM","Top Songs February 2018","6urYTe1gT6Vx5ySIfd8UP3","monthyear","2018-02"
"DM","Top Songs March 2018","2gvttw9satzQNUlCAZZ0my","monthyear","2018-03"
"DM","Top Songs April 2018","4joLxmAzOhS1nXb7CZe2uj","monthyear","2018-04"
"DM","Top Songs May 2018","15HlQnhF1ZLLpxkjaZdVcY","monthyear","2018-05"
"DM","Top Songs June 2018","7Ce5qjn8dKD1FXXEgG2hwf","monthyear","2018-06"
"DM","Top Songs July 2018","1ijLpuymQKHaU9QuC9MOUk","monthyear","2018-07"
"DM","Top Songs August 2018","64vVyo6vK492dHQOU5EqAH","monthyear","2018-08"
"DM","Top Songs September 2018","5MXsv2l5OkvQv3efzABv2s","monthyear","2018-09"
"DM","Top Songs October 2018","4EdXQ8exYv3587a3OXZP9A","monthyear","2018-10"
"DM","Top Songs November 2018","1x5ERkJ8Edh5yf6g9u6a59","monthyear","2018-11"
"DM","Top Songs December 2018","0DIwNFeFdrKgjWPUSqzzSM","monthyear","2018-12"
"DM","Top Songs January 2019","673AhlLyOv4g93FXJT4MQg","monthyear","2019-01"
"DM","Top Songs February 2019","127xXtF9cxLYOzSfnNOGhk","monthyear","2019-02"
"DM","Top Songs March 2019","5k7isR2kKJWIKUYyNnyE50","monthyear","2019-03"
"DM","Top Songs April 2019","0EUJ9EaRktKIGE77yhvibH","monthyear","2019-04"
"DM","Top Songs May 2019","7vmqhNl2eGUyvCqvPL3Klw","monthyear","2019-05"
"DM","Top Songs June 2019","256cEbaKEFaAufFXpIbpZW","monthyear","2019-06"
"DM","Top Songs July 2019","1vCIcLJEYghkbKX5Cm8YvU","monthyear","2019-07"
"DM","Top Songs August 2019","0PGgU9dcwFX86GmIi7XTJV","monthyear","2019-08"
"DM","Top Songs September 2019","2MTRKa5x4E0NSBo5jhXUle","monthyear","2019-09"
"DM","Top Songs October 2019","7I35Wo2DM2yoYOx0Tjqg2q","monthyear","2019-10"
"DM","Top Songs November 2019","5jbg2ERxIUk83T6cSTkrE1","monthyear","2019-11"
"DM","Top Songs December 2019","6edSYQQhIQX2E59eF2GmJb","monthyear","2019-12"
"DM","Top Songs January 2020","480GUUf9RPnlR2XTnsDQs4","monthyear","2020-01"
"DM","Top Songs February 2020","6fjCTbVN8X7fEX4n88bkGh","monthyear","2020-02"
"DM","Top Songs March 2020","2vSHusLvCaU4ZSJOQ3cArA","monthyear","2020-03"
"DM","Top Songs April 2020","4hzmn67O0edSV1wLboEvA7","monthyear","2020-04"
"DM","Top Songs May 2020","5BpTym0csX2LetlwuMRWTf","monthyear","2020-05"
"DM","Top Songs June 2020","3lh6K3hdHRlX4pavX4H5f7","monthyear","2020-06"
"DM","Top Songs July 2020","3wZhMX7LnCtqUuEDjDprX0","monthyear","2020-07"
"DM","Top Songs August 2020","5cn2eQfRzrdxXVyxy8gJ2Q","monthyear","2020-08"
"DM","Top Songs September 2020","4J1GY9XgClCkMkYgw1E6p5","monthyear","2020-09"
"DM","Top Songs October 2020","600tgrIxyRR1WTCrboI08G","monthyear","2020-10"
"DM","Top Songs November 2020","17xqsnSTJfnYXxso7OlfP4","monthyear","2020-11"
"DM","Top Songs December 2020","5KVbcP2J91cfvCPZvOtZuJ","monthyear","2020-12"
"DM","Top Songs January 2021","3AloKjNQIk6V5qg8jLQch9","monthyear","2021-01"
"DM","Top Songs February 2021","1zh4T6r3I0fNS6eXEZB2NG","monthyear","2021-02"
"DM","Top Songs March 2021","72JOwyp1LMUUaZmfVrS0fD","monthyear","2021-03"
"DM","Top Songs April 2021","45GBhtVLMlOC2zKP6CLenI","monthyear","2021-04"
"DM","Top Songs May 2021","16YgBTpkRYm6P8MoLnr2EX","monthyear","2021-05"
"DM","Top Songs June 2021","5bNgyhhShCDmo13Azn1Ltf","monthyear","2021-06"
"DM","Top Songs July 2021","54OQaiBetUg9yCvgNtrrv4","monthyear","2021-07"
"DM","Top Songs August 2021","6P4dCso6QODs5aoRYhXy3k","monthyear","2021-08"
"DM","Top Songs September 2021","5OG6F9KFl74th2WyvOty1C","monthyear","2021-09"
"DM","Top Songs October 2021","4o0FIyZ4MQavfzI6ZyyjQ7","monthyear","2021-10"
"DM","Top Songs November 2021","6kr9AsTlbdw9YDXJRSAelp","monthyear","2021-11"
"DM","Top Songs December 2021","7g8jyQZCLx9GUpCy7y1lvb","monthyear","2021-12"
"DM","Top Songs January 2022","2Kh9TXy320FdOqmYNKEmSg","monthyear","2022-01"
"DM","Top Songs February 2022","0LzgVSdaCIeCg6U3xmljrT","monthyear","2022-02"
"DM","Top Songs March 2022","7cdXphEcDr4KxEJM0i85KB","monthyear","2022-03"
"DM","Top Songs April 2022","4JNE9xSPXzdXHHTkc4LH9w","monthyear","2022-04"
"DM","Top Songs May 2022","6oZEvKAH31nFO4P9M49pEk","monthyear","2022-05"
"DM","Top Songs June 2022","0zLS1SNDe0lv0pO7fjombq","monthyear","2022-06"
"DM","Top Songs July 2022","0zv793iY52LYNIkpdAM96z","monthyear","2022-07"
"DM","Top Songs August 2022","2zcUbzXsZFGVFM78EelDB5","monthyear","2022-08"
"DM","Top Songs September 2022","1LP7OeCDlyQe9M846Q3Jvu","monthyear","2022-09"
"DM","Top Songs October 2022","3p7Mivg5XloO4GMXBoKPXk","monthyear","2022-10"
"DM","Top Songs November 2022","2uhGswC7ZDnqp7yR3sDFVZ","monthyear","2022-11"
"DM","Top Songs December 2022","4y6OX4K0Ox2tBhCRtjxLWO","monthyear","2022-12"
"AN","Top Songs 8th-9th Summer","5qdLuxMNm68b9n1ehqoVhw","schoolperiod","8th-9th Summer"
"AN","Top Songs 9th Grade","4XT4CsoypFNoA2wJQc2Vtj","schoolperiod","9th Grade"
"AN","Top Songs 9th-10th Summer","4VKbFyCI4y7Jf6G4dDXkSQ","schoolperiod","9th-10th Summer"
"AN","Top Songs 10th Grade","2a8MR8ZXez2xdOWQS1EAko","schoolperiod","10th Grade"
"AN","Top Songs 10th-11th Summer","4bvktzKeOBZy1T8A4uxGf0","schoolperiod","10th-11th Summer"
"AN","Top Songs 11th Grade","6UPLMlvtQMLXN1NXhA1MPo","schoolperiod","11th Grade"
"AN","Top Songs 11th-12th Summer","4eObngBSXoLgT3YBeZwe2H","schoolperiod","11th-12th Summer"
"AN","Top Songs 12th Grade","2EHBwV5NvKHb4Tikjh9hoL","schoolperiod","12th Grade"
"AN","Top Songs 12th-Freshman Summer","0VNQhZevCiEJ0UsrkMYdd5","schoolperiod","12th-Freshman Summer"
"AN","Top Songs Freshman Year","3AuguoXGIdSVGbw4GJkbnY","schoolperiod","Freshman Year"
"AN","Top Songs Freshman-Sophomore Summer","1efxFVCls8S8EyRk0loiYC","schoolperiod","Freshman-Sophomore Summer"
"AN","Top Songs Sophomore Year","7sAqiXTUDhEg2YiueHUo9u","schoolperiod","Sophomore Year"
"AN","Top Songs Sophomore-Junior Summer","3VMXclqVVzi3uI0XzEdIkN","schoolperiod","Sophomore-Junior Summer"
"AK","Top Songs 9th Grade","2AubGv1SAgcfb9VpFEtbKE","schoolperiod","9th Grade"
"AK","Top Songs 9th-10th Summer","0eln4566hxiaEx4DmbUjtZ","schoolperiod","9th-10th Summer"
"AK","Top Songs 10th Grade","26KSFfvU8Ei2ofjX4NFwfU","schoolperiod","10th Grade"
"AK","Top Songs 10th-11th Summer","4JmmxgyOalby8cBCB8DkTK","schoolperiod","10th-11th Summer"
"AK","Top Songs 11th Grade","2aD0SGaXOezMzaSqNcZuQW","schoolperiod","11th Grade"
"AK","Top Songs 11th-12th Summer","3WnzoNHIAv6YzOhOqijV0l","schoolperiod","11th-12th Summer"
"AK","Top Songs 12th Grade","22OHPdVlw6gNGEsFXw6pW7","schoolperiod","12th Grade"
"AK","Top Songs 12th-Freshman Summer","20ZSOY5xRbLfFt1KK6erQT","schoolperiod","12th-Freshman Summer"
"AK","Top Songs Freshman Year","5TXojUc6HwRy5kHpXZAIaT","schoolperiod","Freshman Year"
"AK","Top Songs Freshman-Sophomore Summer","5oXsvrooBpd49k0VAI4S7H","schoolperiod","Freshman-Sophomore Summer"
"AK","Top Songs Sophomore Year","2dYIxDHow1WGady263hSZ9","schoolperiod","Sophomore Year"
"AK","Top Songs Sophomore-Junior Summer","3LbE25aRvTsckQaRTNHd1z","schoolperiod","Sophomore-Junior Summer"
"DM","Top Songs 8th Grade","09qDzmpocClXw1WPIEuZQ1","schoolperiod","8th Grade"
"DM","Top Songs 8th-9th Summer","2Mx8IW5LbbsFN7AosPdv5f","schoolperiod","8th-9th Summer"
"DM","Top Songs 9th Grade","5qEWRQ2AHtYNGJyviqLXH8","schoolperiod","9th Grade"
"DM","Top Songs 9th-10th Summer","1QeGeezl7TODPW0vFK5Vxu","schoolperiod","9th-10th Summer"
"DM","Top Songs 10th Grade","21PzZOGlpU84iGANnpgqIg","schoolperiod","10th Grade"
"DM","Top Songs 10th-11th Summer","3gfhgJnc4kHlsfbMCKSafJ","schoolperiod","10th-11th Summer"
"DM","Top Songs 11th Grade","01O2s20v0fYw3vK0gMW2jI","schoolperiod","11th Grade"
"DM","Top Songs 11th-12th Summer","6ER41q4ZmBZrbf5kGJ3dU9","schoolperiod","11th-12th Summer"
"DM","Top Songs 12th Grade","6BLWSLeRrAgLKBU9Uwl2Ig","schoolperiod","12th Grade"
"DM","Top Songs 12th-Freshman Summer","3bCTDgRyce7PaiZShEkBYK","schoolperiod","12th-Freshman Summer"
"DM","Top Songs Freshman Year","2r4Hm16o0l7rvDFWUdT8CG","schoolperiod","Freshman Year"
"DM","Top Songs Freshman-Sophomore Summer","5ce4HDsurmpJSt5EsrF3df","schoolperiod","Freshman-Sophomore Summer"
"DM","Top Songs Sophomore Year","4NY39a8Izt0OARjB56c9oC","schoolperiod","Sophomore Year"
"DM","Top Songs Sophomore-Junior Summer","1VDRekXdzr0srKUnDPEjbP","schoolperiod","Sophomore-Junior Summer"
"AN","Top Songs 12 AM","0R4koYngDCvcZK14Js7T53","hour","00"
"AN","Top Songs 1 AM","62QMncVN3x8sbkkIIkoIzu","hour","01"
"AN","Top Songs 2 AM","76hnaaNhhAdR4Bez9mTwUr","hour","02"
"AN","Top Songs 3 AM","4WVd8XoFqiWupKGbn6Hyer","hour","03"
"AN","Top Songs 4 AM","5Zy2IAgYtYSegshPhBWUn5","hour","04"
"AN","Top Songs 5 AM","2h1Nkw0VJkU4XWygjjvC2X","hour","05"
"AN","Top Songs 6 AM","6MgDn3eaeZ2enhCqLIuZsX","hour","06"
"AN","Top Songs 7 AM","6Fcuf6ZT6tFCZ7SPjlWVZa","hour","07"
"AN","Top Songs 8 AM","1VXqVgIIboKH6xnh7dMIXl","hour","08"
"AN","Top Songs 9 AM","0HmFRlUDhYMCASHVAbJCLS","hour","09"
"AN","Top Songs 10 AM","04Iw2h4Zpdua1H7nPiz5CD","hour","10"
"AN","Top Songs 11 AM","6T7sTb4O8Hyeuq2a7ACnOD","hour","11"
"AN","Top Songs 12 PM","6me34WpOB5ncnZ78xisYwf","hour","12"
"AN","Top Songs 1 PM","0qebxvHWgeobdgsHM2SGLx","hour","13"
"AN","Top Songs 2 PM","1Z9Ups4mmi7AU3Zmafe6ma","hour","14"
"AN","Top Songs 3 PM","5AlhU18kgNwvJvnnmg9hOh","hour","15"
"AN","Top Songs 4 PM","0wsxlC4vQsmgYegHfBjt3c","hour","16"
"AN","Top Songs 5 PM","7wUWLNb6gMFbt5ZDXtDlxq","hour","17"
"AN","Top Songs 6 PM","0qqNppAtEjbenuZO24PU74","hour","18"
"AN","Top Songs 7 PM","3lOqxdnSwwq23wRFCWaqUf","hour","19"
"AN","Top Songs 8 PM","5IKvlXgUM8g034cKPfqBSb","hour","20"
"AN","Top Songs 9 PM","0I9739Koa2clG1v3uNESbU","hour","21"
"AN","Top Songs 10 PM","1xNGnoCVNq5OU1VvsEct9y","hour","22"
"AN","Top Songs 11 PM","0DZ8XqoR2EFAUwX9uwBG4o","hour","23"
"AK","Top Songs 12 AM","1IlnbjgdFLDwWEln47Pd95","hour","00"
"AK","Top Songs 1 AM","1QN1sFrcvQfJBCjs0Xd67F","hour","01"
"AK","Top Songs 2 AM","3AbXIH3IPec716w6lQyT4P","hour","02"
"AK","Top Songs 3 AM","7ot5yEZ6agh7205T1Af4Xy","hour","03"
"AK","Top Songs 4 AM","0fYvmFhW7AeMWC2zHMouno","hour","04"
"AK","Top Songs 5 AM","0obqY1d63OCWsa10LzOpYN","hour","05"
"AK","Top Songs 6 AM","3ZoAwSGyENhcFoFcMf82l8","hour","06"
"AK","Top Songs 7 AM","0oBHkn0y3Jf2d7YhZksqwP","hour","07"
"AK","Top Songs 8 AM","2xpzxoTLxGJ2PhA1YH5lX3","hour","08"
"AK","Top Songs 9 AM","0hl6x9IPZBnRf8choIB32m","hour","09"
"AK","Top Songs 10 AM","097pJGU4wVY2yRe3I3o3ju","hour","10"
"AK","Top Songs 11 AM","6cg1oFiKPQQSQqGLBTsmvp","hour","11"
"AK","Top Songs 12 PM","2S1Acg6tggVpN2hrwBGUe6","hour","12"
"AK","Top Songs 1 PM","482FVDFDNmzzAdmsFVLjzV","hour","13"
"AK","Top Songs 2 PM","2HPqTdsZPN4aw69swnXoTU","hour","14"
"AK","Top Songs 3 PM","1qjrkTur6ivywKB0ULNLrn","hour","15"
"AK","Top Songs 4 PM","04xcpiZQa7NQMufRmvd1Pz","hour","16"
"AK","Top Songs 5 PM","4lozXHdXpDzooenLdVVF50","hour","17"
"AK","Top Songs 6 PM","3Vv80ahmx1G4FL33ckUggB","hour","18"
"AK","Top Songs 7 PM","66k9mwHED9fnBOGy5w9Qld","hour","19"
"AK","Top Songs 8 PM","5A77LukT4HS6MaNG6myjch","hour","20"
"AK","Top Songs 9 PM","09RN0aqAFYbGkYRuHVfqDD","hour","21"
"AK","Top Songs 10 PM","3HkCzuo6ntbJEATucwwb8w","hour","22"
"AK","Top Songs 11 PM","2TUE4iQzdx9Q0IZn64bPKp","hour","23"
"DM","Top Songs 12 AM","1SB3ZnBXA4l5rlNOK2Cocc","hour","00"
"DM","Top Songs 1 AM","2Bn2CSahgozvJ9mYUppK4c","hour","01"
"DM","Top Songs 2 AM","360wJgMRei2jGSlpLzhiSZ","hour","02"
"DM","Top Songs 3 AM","5ISiexYz5G78a0ThyxC7tn","hour","03"
"DM","Top Songs 4 AM","0237N87igiQqRvCjyEgSDw","hour","04"
"DM","Top Songs 5 AM","0jEQkiMqnQLduYGMflSjac","hour","05"
"DM","Top Songs 6 AM","6nueNL4ZQD4ZlGfbBFtXIi","hour","06"
"DM","Top Songs 7 AM","1ENZaOCvvhdIji6eulSUV1","hour","07"
"DM","Top Songs 8 AM","3opHth49YS0Tt4hvwhfRuy","hour","08"
"DM","Top Songs 9 AM","46uQlyRU6MvKWLwOekQVYQ","hour","09"
"DM","Top Songs 10 AM","42CSXbYlwpFzxM8yl3gAfy","hour","10"
"DM","Top Songs 11 AM","1vo5sggrRViuq9P6Y63gsn","hour","11"
"DM","Top Songs 12 PM","5dgzC0py9CiU48qVr6LFgH","hour","12"
"DM","Top Songs 1 PM","0mywAnD0MJ0yRU7V6pCo85","hour","13"
"DM","Top Songs 2 PM","2Lb301BKXWBsATN2iYRQhj","hour","14"
"DM","Top Songs 3 PM","6gAD6UYZBFVkg3AtJvOA7p","hour","15"
"DM","Top Songs 4 PM","4I7UxDGOqbT4EdAjmdel50","hour","16"
"DM","Top Songs 5 PM","3wEByMpApWn0wPijZN0wKF","hour","17"
"DM","Top Songs 6 PM","4k09Fz42aZqgkwMgL43xWT","hour","18"
"DM","Top Songs 7 PM","60rwatiw2t8PE0kqPIsM8K","hour","19"
"DM","Top Songs 8 PM","6DYPmwjR4KZHiW2lfBcG9G","hour","20"
"DM","Top Songs 9 PM","59l5Z4KReB6M30Lv1AxwWb","hour","21"
"DM","Top Songs 10 PM","1gLBVOg2GJDo0hMOUa5aDs","hour","22"
"DM","Top Songs 11 PM","5vCGGvNAoIMswUooYKkmdt","hour","23"
"DMAN","Shared Songs","5uBx3xSDTx3ZCwkKQCGwx6","None","None"
"ANDM","Shared Songs","5uBx3xSDTx3ZCwkKQCGwx6","None","None"
"AKAN","Shared Songs","3i8IH4c7TQ0oe4tkgryf83","None","None"
"ANAK","Shared Songs","3i8IH4c7TQ0oe4tkgryf83","None","None"
"DMAK","Shared Songs","2XH1ZDvvSGEnpGz2s8V34q","None","None"
"AKDM","Shared Songs","2XH1ZDvvSGEnpGz2s8V34q","None","None"
"AN","Basic Recommendation","5wRZdvdC59iliBssLHd4bE","None","None"
"AK","Basic Recommendation","6F8H5z2rBfmPkwFHtPyRgU","None","None"
"DM","Basic Recommendation","4xH1H7JwvKD6b6UeJaJITj","None","None"
"AN","Unpopular Recommendation","42Mor5TYMUM1vrSymLWTcD","None","None"
"AK","Unpopular Recommendation","6akN2StL8twpEnUBY3Oor1","None","None"
"DM","Unpopular Recommendation","2D8Sz2gWToTQlwlJCXeSzC","None","None"
"AN","Recent Rotation Recommendation","40zOfAJ3jy9Q9sYx02GKkO","None","None"
"AK","Recent Rotation Recommendation","0FEfiTX55vI5GDhBp1bpcm","None","None"
"DM","Recent Rotation Recommendation","7vTpR5FwT99RRvxb6yYo7Z","None","None"
"AN","Long Recommendation","4t0OqxbRoqkZHSjpIBcrw2","None","None"
"AK","Long Recommendation","1axyvYfs5j2CbXbnWtY6aZ","None","None"
"DM","Long Recommendation","2Jn33fiNOZz8lwGUxVu6q2","None","None"
"AN","EDM Recommendation","60HRUPmZ6ArE7ZKL5ZaIbx","None","None"
"AK","EDM Recommendation","0HvA9R11NBPczWceQVyPcQ","None","None"
"DM","EDM Recommendation","3CqO7NFd3WD3TfSnolXwBU","None","None"
"AN","Indie Recommendation","64LiS6bXoiul9YZsyMpgMO","None","None"
"AK","Indie Recommendation","2jtD0gYtwm6ZKFYcQFMN64","None","None"
"DM","Indie Recommendation","4Yzp55W8kfFF6WdRtL4UUN","None","None"
"AN","Rap Recommendation","7h4GdWVfEWbbi0A0KS84XV","None","None"
"AK","Rap Recommendation","5PrsIbTSS0oGpbg8pJLcSo","None","None"
"DM","Rap Recommendation","6bSQa1R4KGWJCB9oghhW3g","None","None"
"AN","Angry Recommendation","7LCNDCSJWNMxD8e8ZwQkIq","None","None"
"AK","Angry Recommendation","2FeOVo5XmQC7HHjRkz3sQh","None","None"
"DM","Angry Recommendation","7jWpnuiVT8opO5jcAO6Hbx","None","None"
"AN","Happy Recommendation","0gH98gRdbUGHR07FpY6UEA","None","None"
"AK","Happy Recommendation","10btTm8kUQMUEniyNWAEHX","None","None"
"DM","Happy Recommendation","2Pj8eVOIKQyydXLyYN1ajc","None","None"
"AN","Peaceful Recommendation","0GOZgWwQZBpEUUr7rfQZFf","None","None"
"AK","Peaceful Recommendation","6jmJWiXeo25dewJxBxBHeL","None","None"
"DM","Peaceful Recommendation","3c8NAKG9az3rJqCgaeKz8c","None","None"
"AN","Depressing Recommendation","5etMwctkuEtTkylqmLejk1","None","None"
"AK","Depressing Recommendation","3iClZPt1uarbC0F2dbfZPH","None","None"
"DM","Depressing Recommendation","5Mqc5MHW5hCPWWsaipznuP","None","None"
